@relation training-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.instance.StratifiedRemoveFolds-S1-N5-F1

@attribute SeriousDlqin2yrs {0,1}
@attribute RevolvingUtilizationOfUnsecuredLines numeric
@attribute age numeric
@attribute NumberOfTime30_59DaysPastDueNotWorse numeric
@attribute DebtRatio numeric
@attribute MonthlyIncome numeric
@attribute NumberOfOpenCreditLinesAndLoans numeric
@attribute NumberOfTimes90DaysLate numeric
@attribute NumberRealEstateLoansOrLines numeric
@attribute NumberOfTime60_89DaysPastDueNotWorse numeric
@attribute NumberOfDependents numeric

@data
0,0.01336,64,0,0.16466,14866,9,0,2,0,0
0,0.735132,26,1,0.347526,2606,4,0,0,1,4
0,0,25,0,0,4500,4,0,0,0,0
0,0.188702,49,1,0.153485,10000,14,0,2,0,2
0,0.014248,83,0,0.452586,3943,18,0,1,0,0
0,0.008604,51,0,1845,?,9,0,1,0,0
0,0.277926,46,0,0.207084,5900,8,0,0,0,0
0,1,26,0,0.049988,4000,2,0,0,0,1
0,0.118093,30,0,0.412798,7000,16,0,1,0,0
0,0.069398,63,0,0.380871,3491,5,0,1,0,0
0,0.036959,46,0,0.164854,8916,8,0,1,0,1
0,0.182331,35,2,0.161008,4800,12,0,0,0,2
0,0.97311,55,2,0.308397,30583,21,0,2,0,2
0,0.160447,59,0,0.166418,8700,7,0,1,0,2
0,0.028597,41,0,680,?,12,0,0,0,0
0,0,66,0,0.68364,15317,17,0,8,0,1
0,0.048815,69,0,911,?,6,0,1,0,0
0,0.875984,26,2,0.163074,3200,5,0,0,0,0
0,0,48,0,0.193015,3750,9,0,0,0,2
0,0.31242,71,0,1433,?,3,0,1,0,0
0,0.464196,53,0,0.120939,4985,8,0,0,0,0
0,0.224315,59,0,0.256836,8666,6,0,1,0,2
0,0.398344,54,0,0.387329,4024,9,0,0,0,3
0,0.339648,65,0,0.26509,8200,6,0,1,0,1
0,0.309392,55,0,0.203552,8783,14,0,1,0,0
0,0.457662,88,0,0.300207,3873,18,0,0,0,0
0,0.056056,81,0,0.85291,6512,9,0,1,0,0
0,0.113034,50,0,1575,?,7,0,2,0,0
0,0.082583,64,1,1.08859,2900,14,0,2,0,1
0,0.13345,66,0,0.432518,3800,9,0,2,0,0
0,0.195006,50,0,0.327112,6000,25,0,1,0,0
0,0,40,0,0,4200,1,0,0,0,0
0,0.385179,49,1,0.285451,8666,10,0,1,0,0
0,0,64,0,0,?,7,0,0,0,0
0,0.294671,50,1,0.325483,4500,12,0,0,0,2
0,1,25,0,0,1625,0,1,0,0,0
0,0.225311,51,0,2639,?,12,0,1,0,3
0,0.071205,42,0,0.101949,4001,6,0,0,0,0
0,0.013619,76,0,0.089153,8333,10,0,0,0,0
0,0.026557,69,0,0.014647,8533,11,0,0,0,0
0,0.001438,53,0,0.000141,7115,4,0,0,0,0
0,0.020978,32,0,0.020884,4500,6,0,0,0,0
0,0.048773,60,0,0.007999,9500,6,0,0,0,0
0,0.221289,47,0,0.368907,8779,4,0,1,0,0
0,0.522018,63,0,0.295082,5916,8,0,2,0,2
0,0.019294,62,0,0.165714,5249,12,0,2,0,0
0,0.148752,35,0,1763,?,9,0,1,0,3
0,0.259501,68,0,0.186703,4000,17,0,0,0,0
0,0.521178,56,0,0.476634,7403,12,0,1,0,2
0,0.114942,86,0,0.014998,7000,6,0,0,0,0
0,0.004507,55,0,0.701323,5443,12,0,3,0,0
0,0,43,0,4320,?,14,0,3,0,2
0,0.677042,67,0,4778,?,13,0,2,0,0
0,0.019212,72,0,0.005699,3333,4,0,0,0,0
0,0.017922,80,0,1164,?,13,0,1,0,0
0,0.008099,88,0,2,?,3,0,0,0,0
0,0.121121,63,1,2203,?,13,0,1,0,0
0,0.239101,50,0,0.229295,6000,7,0,0,0,0
0,0.920023,27,0,0.090018,3876,11,0,0,0,0
0,0.14067,51,0,2919,?,7,0,1,0,3
0,0.060426,50,0,0.176103,8000,11,0,2,0,2
0,0.469057,31,0,0.048211,9250,4,0,0,0,1
0,0.966335,48,0,0.351548,11400,7,0,2,1,4
0,0.124463,72,0,0.320234,2900,9,0,1,0,0
0,0.109169,27,0,0.032671,2264,3,0,0,0,0
0,0.55512,42,1,0.443208,10150,9,0,4,0,0
0,0.001877,64,0,0.190669,4200,15,0,1,0,0
0,0.335863,47,0,0.6527,3555,7,0,3,0,3
0,1,53,0,1041,?,1,2,1,0,0
0,0.133388,62,0,0.472923,2972,18,0,0,0,1
0,0.026766,61,1,0.249,8750,9,0,1,0,0
0,0.152395,45,0,0.290629,8749,15,0,1,0,7
0,0.07688,56,0,0.334531,3616,10,0,1,0,2
0,0.034893,44,0,0.010813,8600,8,0,0,0,1
0,1,42,0,0.410767,3417,2,0,1,0,0
0,0.054142,46,0,4407,?,14,0,3,0,0
0,0.020886,71,0,0.441183,4666,8,0,2,0,0
0,0.269935,47,1,0.403258,9085,15,0,1,1,3
0,0.374571,66,0,0.317267,4273,7,0,0,0,1
0,0.446084,51,0,0.69972,8208,10,0,3,0,1
0,0.439938,61,0,0.389193,4200,4,1,2,1,1
0,0,77,0,0,?,3,0,0,0,0
0,0.045445,32,0,0.301283,6000,7,0,1,0,0
0,0.009567,82,0,0.024938,400,4,0,0,0,0
0,0.690366,48,0,1.213274,3600,14,0,3,0,2
0,0.427353,43,0,0.500283,7067,8,0,2,0,0
0,0.28175,60,0,0.257349,5000,8,1,0,0,1
0,0.00099,68,0,1526,?,9,0,1,0,0
0,0.174482,35,1,194,0,4,0,0,0,1
0,0.383234,51,0,0.000333,15000,2,0,0,0,1
0,0.039774,73,0,1490,0,11,0,1,0,0
0,0.088057,43,0,0.04216,5573,13,0,0,0,1
0,0.000879,34,0,0.722543,691,7,0,1,0,2
0,0,21,0,0.06129,929,2,0,0,0,0
0,0.441159,33,0,0.147409,5460,8,0,0,0,0
0,0.057729,90,0,91,?,5,0,0,0,?
0,0.046085,68,0,0.111132,10833,4,0,1,0,0
0,0.014408,76,0,1989,?,15,0,1,0,0
0,0.738931,32,0,3934,?,15,0,4,0,1
0,1,30,0,0,1300,1,0,0,0,0
0,0.015428,73,0,0.01115,2600,10,0,0,0,0
0,0.242714,44,0,0.498566,10457,10,0,1,0,2
0,0.17303,72,1,2977,?,14,0,2,0,0
0,0.020149,46,0,0.3201,6800,7,0,2,0,2
0,0.091811,54,0,0.329445,6000,12,0,1,0,0
0,0.055554,45,0,0.26399,9166,6,0,2,1,0
0,0.404308,31,1,0.802817,2200,7,0,1,0,0
0,0.030714,47,2,0.603406,23484,19,0,9,0,2
0,0.020437,64,0,0.363106,6000,11,0,1,0,2
0,0.191559,69,0,0.079731,3122,13,2,1,0,0
0,0.550445,78,1,3775,?,10,1,3,0,?
0,0.916017,33,1,0.297908,5400,8,0,1,0,2
0,0.024299,45,0,0.797251,3200,7,0,2,1,2
0,0.080865,50,0,0.079648,7733,6,0,1,0,0
0,0.477681,36,0,0.705628,2078,8,0,2,0,2
0,0.117543,68,0,0.220703,6433,5,0,1,0,0
0,0,31,0,0,3681,1,0,0,0,0
0,0.926012,51,3,0.430546,23000,12,0,4,0,2
0,0.003009,80,0,0.340934,1841,16,0,1,0,0
0,0.044991,66,0,0.233136,4550,12,0,1,0,1
0,0.463639,45,0,0.449664,8323,12,0,0,0,2
0,0.334208,36,0,0.399938,6500,12,0,2,0,0
0,0.014684,52,0,0.675255,2250,18,0,2,0,3
0,0.10567,61,0,665,?,5,0,0,0,0
0,0.141831,52,0,0.120788,10000,7,0,1,0,0
0,0.001227,70,0,1633,?,4,0,1,0,0
0,0.969147,31,0,0.074958,1800,4,0,0,0,0
0,0.01,54,0,0.176329,7916,6,0,1,0,0
0,0.055906,69,0,1068,?,11,0,1,0,0
0,0.678957,29,1,0.111078,3339,6,0,0,0,0
0,0.014726,40,0,0.001212,3300,2,0,0,0,0
0,0.000879,45,0,0.306861,8700,10,0,2,0,0
0,0.994626,42,0,0.485642,2750,7,0,1,0,2
0,0.113449,49,0,0.336837,3900,10,1,2,0,2
0,0,64,0,0.033104,1600,2,0,0,0,1
0,0.567445,57,0,932,?,4,0,1,0,0
0,1,44,1,0.144176,5416,1,1,0,1,3
0,0.239501,35,0,0.508295,3676,4,0,1,0,2
0,0.000867,83,0,0,0,5,0,0,0,0
0,0.026399,53,0,0.517485,6233,6,0,2,0,4
0,0.002857,62,0,0.273341,2666,9,0,0,0,0
0,0.322874,38,1,0.699082,1850,12,0,1,0,2
0,0.005714,47,0,0.183706,5056,11,0,1,0,0
0,0.717583,47,0,0.375798,11750,9,0,2,0,1
0,0.005462,78,0,0.261867,3749,14,0,1,0,0
0,0.006799,31,0,0.060578,6536,4,0,0,0,1
0,0.893521,69,0,0.467672,3247,11,0,0,0,0
0,0.118686,45,0,1.036909,3765,11,0,1,0,2
0,0.305032,64,0,1060,?,9,0,1,0,0
0,0,33,0,4.438556,10000,12,0,2,0,1
0,0.981003,54,0,0.101408,12000,10,0,0,0,0
0,0.874708,64,0,0.07997,2700,9,0,0,0,0
0,0.247846,40,0,0.170819,12000,8,0,1,0,0
0,1.662945,39,0,0.506265,3750,5,0,1,0,2
0,0.131556,46,0,0.47527,7500,17,0,2,0,0
0,1,58,0,0.850718,1600,7,0,0,0,1
0,0.299788,60,0,0.234375,3583,4,0,0,0,0
0,0.190386,55,0,0.323186,9000,9,0,2,0,0
0,0.073484,51,0,0.769774,3400,9,0,2,0,1
0,1,24,0,51,?,0,0,0,0,?
0,0.008936,72,0,0.9059,12847,17,0,2,1,1
0,0.071603,77,0,377,?,10,0,0,0,0
0,0.006413,78,0,0.001875,4800,8,0,0,0,0
0,0.018108,69,0,1.415632,3300,13,1,2,0,0
0,0.025565,75,0,0.003801,16047,12,0,0,0,0
0,0.087873,33,0,0.295576,5040,15,0,1,0,3
0,0.030116,85,0,0.019989,1900,8,0,0,0,0
0,0,54,0,0.930017,4000,8,0,3,0,1
0,0.176529,50,1,0.524014,5350,17,0,2,0,0
0,0.610279,38,1,0.483408,6900,16,0,1,0,2
0,0.666053,39,0,0.32343,9760,15,1,1,0,5
0,0.19486,58,0,3379,?,12,0,2,0,3
0,0.003241,72,0,1129,?,7,0,1,0,0
0,0.0095,77,0,0.164652,7445,6,0,1,0,0
0,0.445663,72,0,0.519247,6000,8,0,2,0,1
0,0.266053,64,0,2.971029,1000,14,0,2,0,0
0,0.053256,80,0,55,?,2,0,0,0,?
0,0.005856,47,0,0.280814,5800,7,0,2,0,0
0,0.50172,34,0,0.306119,6650,6,0,2,0,1
0,1,37,0,0.215123,7934,4,0,0,0,2
0,0.013866,67,0,679,?,4,0,1,0,0
0,0.813193,39,1,0.163745,8500,14,1,0,0,2
0,0.197624,38,0,0.145913,14165,9,0,2,0,1
0,0.253127,56,0,0.12287,12500,16,0,1,0,1
0,0.111247,42,0,662,?,2,0,0,0,0
0,0.990439,59,0,0.259895,11950,10,0,2,0,1
0,0.0008,42,3,4656,0,9,0,2,0,2
0,0.063963,59,0,0.278064,6404,11,0,1,0,0
0,0.399293,34,0,0.372062,3700,5,0,0,0,0
0,0.741455,46,0,0.25042,8333,7,0,0,0,0
0,0.548377,53,1,0.027998,4035,8,0,0,0,2
0,0.092256,48,0,0.454252,13300,17,0,2,0,0
0,0.018399,56,0,6814,?,8,0,2,0,0
0,0.03587,54,0,0.022099,3800,4,0,0,0,1
0,0.008684,96,0,9,?,4,0,0,0,?
0,0.022563,77,0,0.234269,6308,7,0,2,0,0
0,0,51,0,2631,?,5,0,3,0,0
0,0.892003,60,0,3955,?,12,0,2,0,0
0,0.188421,60,0,0.434157,10000,15,0,3,0,0
0,0.306405,56,0,0.165014,9077,8,0,0,0,2
0,0.443878,53,0,0.709153,3200,7,0,1,0,5
0,0.344143,59,0,2017,?,4,0,2,0,0
0,0.778488,56,0,0.477211,6208,9,0,2,0,0
0,0.025619,80,0,0.005999,5500,3,0,0,0,0
0,0.218315,35,0,0.483469,6986,8,0,1,0,0
0,0.590752,44,0,0.264714,11400,4,0,1,0,0
0,0,54,0,0.745932,5100,10,0,2,0,0
0,1.028394,36,1,0.882122,2035,7,0,1,0,0
0,0,55,0,0.50075,2000,4,0,1,0,0
0,0.312257,63,0,4106,?,28,0,2,0,0
0,0.031791,56,0,0.40265,9583,14,0,1,0,0
0,0.015359,57,0,11,?,1,0,0,0,0
0,0.021428,76,0,0.391289,8333,4,0,2,0,1
0,0.274633,55,0,0.493382,3550,8,0,1,0,1
0,0.18581,60,0,554,?,4,0,0,0,3
0,0.799886,26,0,0.160984,3900,3,0,0,0,0
0,0.195277,24,0,6,?,5,0,0,0,?
0,0.077847,65,0,0.017664,6000,9,0,0,0,0
0,0.17464,60,0,0.031564,9250,3,0,0,0,0
0,0.50618,46,0,0.43889,4000,5,0,0,0,0
0,0.358315,39,1,0.136975,4978,3,0,0,0,0
0,0.242501,43,0,0.343276,3821,10,0,1,0,1
0,0.025849,41,0,0.01337,8750,9,0,0,0,0
0,0.883469,67,0,0.342361,12775,11,0,2,0,1
0,0.063612,48,0,3523,0,11,0,1,0,2
0,0.548162,49,0,2.746169,1500,6,0,2,0,0
0,0.193394,64,0,1868,?,4,0,1,0,0
0,1,53,0,0.438943,4200,8,0,1,0,0
0,0.260708,38,1,0.435871,7632,11,0,1,0,2
0,0.076728,85,0,1535,?,5,0,1,0,0
0,0.957376,50,0,0.410288,9000,12,0,3,0,0
0,0.207633,47,0,0.294638,12550,15,0,3,0,0
0,0,52,0,41,?,3,0,0,0,2
0,0.09884,70,0,0.014469,3109,4,0,0,0,1
0,0.876301,56,0,465,?,3,0,0,0,?
0,0.469718,72,5,0.471936,7375,10,0,2,0,1
0,1,37,98,0,?,0,98,0,98,0
0,0.0038,54,0,295,?,2,0,0,0,0
0,0.015148,63,0,1167,?,11,0,1,0,1
0,0.988415,42,0,0.630588,10781,11,0,6,0,1
0,0.091705,39,0,0.041108,4694,4,0,0,0,2
0,0.23322,47,0,0.238198,6015,8,0,1,0,1
0,0.137926,52,0,0.982006,4167,8,0,2,0,0
0,1,32,1,0.148786,2842,2,0,0,2,1
0,0.383087,63,0,0.434203,17933,9,0,2,0,0
0,0.059113,59,0,1743,?,3,0,1,0,?
0,0.085716,72,0,0.996089,2300,19,0,2,0,0
0,0.42973,34,0,0.301908,8750,6,0,0,0,2
0,0.000422,89,0,0,?,3,0,0,0,0
0,0.003529,64,0,0.002651,9428,19,0,0,0,0
0,0.97908,32,1,0.246878,2401,2,0,0,0,0
0,1.01045,35,0,0.242032,3168,3,0,0,0,0
0,0.466619,41,0,4706,?,6,0,2,0,0
0,0.229085,43,0,0.152513,5133,14,0,0,0,2
0,0.227493,50,0,3867,?,14,0,2,0,1
0,0.840858,56,3,0.183223,6663,5,0,1,1,4
0,1,56,2,0.230729,13400,3,1,2,1,2
0,0.009204,70,0,0.144939,10500,11,0,1,0,0
0,0.036937,75,0,0.300909,4399,14,0,2,0,0
0,0.998668,45,3,0.83954,4000,7,0,1,0,2
0,1,46,0,0.486571,1600,4,0,0,0,0
0,0.028849,26,0,0.011104,1530,9,0,0,0,0
0,0.597405,29,0,0.522496,5800,8,0,1,0,2
0,0.01866,36,0,0.000179,5600,2,0,0,0,0
0,0.102724,66,0,0.061365,9141,12,0,0,0,0
0,0.000482,39,0,1679,?,8,0,1,0,0
0,0.620568,39,0,0.340461,10100,11,0,1,0,4
0,0,46,0,2.578692,6391,12,0,3,0,3
0,0.769499,34,0,0.083247,6786,2,0,0,0,0
0,0,43,1,893,?,3,0,1,0,0
0,0.363569,43,0,0.479565,8000,9,0,2,0,1
0,0.276809,59,1,1830,?,18,0,0,0,2
0,0.257649,52,0,0.843188,3500,12,0,1,0,6
0,0.594531,40,2,0.24069,4000,3,1,0,1,0
0,0.043895,77,0,0.116575,8500,8,0,1,0,0
0,1,83,0,0,2083,1,0,0,0,0
0,0.024903,66,0,26,?,6,0,0,0,0
0,0,49,0,0.501374,6912,10,0,2,0,2
0,0.315937,30,0,0.398519,7291,9,0,2,0,0
0,0.044395,76,0,59,?,7,0,0,0,0
0,2082,38,0,0.158217,8500,5,0,2,0,0
0,0.885792,55,3,0.260935,4000,2,1,1,0,0
0,0.60167,56,0,3114,?,10,0,1,0,0
0,0.313907,36,0,0.087375,2700,4,0,0,0,0
0,0.824622,27,0,0.084918,5416,2,0,0,0,0
0,0.0433,35,0,0.196209,7333,4,0,2,0,2
0,0.56535,53,0,1828,?,9,0,1,0,0
0,0,45,0,2988,?,7,0,2,0,0
0,0.842079,60,0,0.150494,2730,10,0,0,0,1
0,0.728973,63,0,958,?,6,2,0,0,2
0,0.061447,54,1,0.335544,9500,7,0,2,0,3
0,0.00323,67,0,693,?,7,0,1,0,0
0,0.751636,62,0,2641,?,11,0,1,0,?
0,0.424858,26,2,0.533697,2017,5,0,0,1,0
0,0,30,0,0.144285,3000,6,1,0,0,0
0,1,34,0,0.940402,2734,8,0,1,0,1
0,1,51,1,0.183764,6725,6,8,0,2,1
0,1,66,0,0.518482,1000,3,0,0,0,0
0,0.014423,39,1,260,?,7,0,1,0,2
0,0.091958,38,0,0.017497,6000,4,0,0,0,2
0,0.073832,63,0,0.22349,22000,14,0,1,0,1
0,0.005597,39,0,0.404046,3360,10,0,1,0,3
0,0.614441,42,0,0.171561,10998,7,0,1,0,0
0,0.994728,62,0,0.402064,3971,8,0,0,0,0
0,0.09393,43,0,0.433839,5992,4,0,1,0,0
0,0.955402,50,0,0.385254,10483,15,0,3,0,0
0,0.675865,73,0,0.475017,1500,5,0,1,0,0
0,1,79,0,0.03992,500,2,0,0,0,0
0,0.003816,80,0,0.001526,4585,5,0,0,0,0
0,0.016319,57,0,0.136309,4166,16,0,2,0,1
0,0.132397,93,1,0.114636,5390,8,0,0,1,1
0,0.014437,65,0,0.003729,7775,9,0,0,0,0
0,0.235796,30,0,0.712404,3111,7,0,2,0,2
0,0.004627,82,0,11,?,6,0,0,0,0
0,0.725643,67,1,0.683797,1400,13,0,0,0,0
0,0.372412,30,0,0.925864,4167,6,0,2,0,0
0,1.12749,38,1,1319,?,4,3,1,0,0
0,0.126994,64,0,0.187633,4689,4,0,1,0,1
0,0.016562,44,0,1642,?,5,0,1,0,3
0,0.022843,86,0,0.006799,5000,6,0,0,0,0
0,0.001325,51,0,0.335422,7500,11,0,1,0,4
0,0.110279,64,0,0.186185,8367,10,0,1,0,0
0,0.183816,21,0,0.002221,2250,2,0,0,0,0
0,0.009781,46,0,0.529999,8916,12,0,2,0,0
0,0.098265,59,0,0.2511,12500,18,0,3,0,0
0,1,34,0,0.15626,3058,1,3,0,0,0
0,0.120676,30,0,0.215372,7233,10,0,1,0,1
0,0,52,0,0.144425,7290,5,0,1,0,3
0,0.094577,72,0,1151,0,15,0,0,0,0
0,0,31,0,0.311424,5400,9,0,1,0,0
0,0.578421,40,2,0.599925,8000,12,0,4,0,6
0,0.942152,57,4,0.866853,2500,11,1,1,3,1
0,0.286217,58,0,0.537207,9567,15,0,2,0,2
0,0.021271,50,0,1743,?,9,0,1,0,0
0,0.005772,84,0,0.077228,5800,16,0,1,0,0
0,0.022991,48,0,0.391656,5320,12,0,1,0,3
0,0.11191,53,1,2025,?,13,0,2,0,0
0,0.012795,65,0,0.324656,4801,14,0,1,0,0
0,0.049136,74,0,0.325607,8282,12,0,2,0,0
0,0.84342,32,1,89,?,1,0,0,0,0
0,0.146016,56,0,0.081591,5833,17,0,0,0,0
0,0.022496,50,0,0.312632,5200,8,0,1,0,2
0,1,46,0,10,0,3,0,0,0,3
0,0.077276,65,0,0.015657,5300,4,0,0,0,0
0,0,44,0,0.431305,3500,4,0,1,0,2
0,0.191985,49,0,0.510662,2672,10,0,1,0,2
0,0.023628,77,0,1050,?,8,0,0,0,?
0,0.827427,50,0,1904,?,4,0,0,0,0
0,0.080893,46,0,0.417958,10000,13,0,3,0,3
0,0.957511,37,0,0.335032,5100,5,0,1,0,2
0,0.057396,46,0,0.267698,7500,7,1,1,0,1
0,0.001902,62,0,0.257164,4047,5,0,1,0,0
0,0.039324,45,0,0.283383,4350,9,0,1,0,0
0,0.006643,63,0,0.013213,8551,13,0,1,0,0
0,0.075323,43,1,0.228021,8200,23,0,2,1,0
0,0.026999,51,0,0.205651,9554,6,0,2,0,2
0,1,47,0,0.28525,9850,9,0,1,0,0
0,0.901465,70,0,0.229032,8500,10,0,0,0,0
0,0.043344,58,0,0.119973,4500,19,0,0,0,0
0,0.272071,33,0,0.132075,6200,12,0,0,0,2
0,0.003903,70,0,7,?,5,0,0,0,0
0,0.247699,70,0,0.910224,1603,29,0,1,0,0
0,1,69,0,0.20054,6666,3,0,1,0,0
0,0.026612,37,0,1826,?,8,0,2,0,0
0,0.108065,64,0,0.495968,4711,10,0,2,0,0
0,0.069375,46,0,0.115136,6183,14,0,0,0,0
0,0.303374,40,1,0.369326,8723,9,0,1,0,3
0,0.004636,39,0,0.406656,8623,4,0,2,0,2
0,1,57,0,0.280328,8300,5,0,2,0,0
0,0.002226,52,0,0.317217,7300,9,0,1,0,1
0,0,52,0,0,7500,5,0,0,0,0
0,0.27278,54,0,0.954579,4050,15,0,2,0,0
0,0.855683,51,3,1954,?,7,0,1,0,2
0,0.172065,64,0,0.338412,8400,11,0,1,0,1
0,0.560433,48,0,0.422554,6100,12,0,1,0,3
0,0.254181,61,0,0.343025,7325,7,0,2,0,0
0,0.049591,30,0,0.257041,4508,7,0,2,0,0
0,0.058329,50,0,3207,?,9,0,1,0,?
0,0.005172,57,1,892,?,7,0,1,0,0
0,0.573473,55,0,0.328457,5263,7,0,2,0,0
0,0.022945,52,0,0.261172,5750,8,0,1,0,3
0,0.084392,81,0,1677,?,3,0,1,0,0
0,0.1015,39,0,0.175026,7735,5,0,1,0,0
0,0.08706,76,0,825,?,9,0,2,0,?
0,0.029688,45,0,4188,?,11,0,1,0,0
0,0.528677,35,0,0.171854,8000,6,0,1,0,1
0,0.023483,78,0,0.013446,5800,9,0,0,0,0
0,0.008027,34,0,0.027477,1200,15,0,0,0,0
0,0.216419,29,0,0.168606,6790,14,0,0,0,0
0,0.03617,60,0,0.234252,7000,10,0,1,0,1
0,0.102909,53,0,0.024651,4583,4,0,0,0,0
0,0.108762,63,0,2118,?,6,0,1,0,0
0,0.579946,49,1,0.092041,6583,6,0,0,0,0
0,0.377131,48,0,4048,?,5,0,1,0,0
0,0.088047,63,0,0.157283,9466,5,0,1,0,0
0,0.225424,52,0,1.470024,2084,26,0,2,0,0
0,0.503864,67,0,1.272756,3130,13,0,2,0,0
0,0.291791,61,0,0.748556,6060,6,0,2,0,0
0,0.3222,62,1,0.540603,7400,15,0,2,0,0
0,0,75,0,1737,?,2,0,1,0,3
0,0.179776,59,0,0.410727,4250,9,0,1,0,0
0,0.358508,72,0,0.030328,6000,4,0,0,0,1
0,0.74033,64,1,3088,?,4,0,1,0,0
0,0.501324,67,0,4414,?,8,0,2,0,0
0,0.882897,40,0,0.035457,12916,1,0,0,0,1
0,0.494429,31,0,0.502474,3030,7,0,1,0,0
0,1.010158,62,0,0.367118,13575,9,0,1,1,0
0,0.428368,39,0,0.602427,5520,14,0,2,0,1
0,0.262908,61,1,0.430273,9400,15,0,2,0,0
0,0.230523,78,0,0.725637,2000,6,0,1,0,0
0,0,57,0,0.388623,9000,6,0,2,0,0
0,0,80,0,0.000982,5091,3,0,0,0,0
0,0,39,0,1131,?,5,0,2,0,0
0,0.174702,62,0,3835,?,9,0,3,0,0
0,0.010873,67,0,0.003499,4000,3,0,0,0,0
0,0.40669,55,0,489,?,3,0,0,0,0
0,0,32,0,0.098577,8500,6,0,0,0,1
0,0.007286,70,0,0.205949,4000,7,0,1,0,0
0,0.007017,71,0,1016,?,7,0,1,0,1
0,0.001827,40,0,2.049875,400,11,0,1,0,1
0,0.096693,61,0,1126,?,14,0,2,0,?
0,0.054379,62,0,0.006666,8850,1,0,0,0,2
0,0.002375,87,0,0.002653,376,1,0,0,0,0
0,0.30598,70,0,868,?,8,0,0,0,0
0,0.942484,63,1,0.708249,8400,12,0,1,0,0
0,0,60,0,0,?,3,0,0,0,0
0,1.255489,29,1,867,0,5,0,0,0,1
0,0.000345,44,0,0.110263,11000,12,0,1,0,0
0,0.356976,63,0,0.097505,3886,6,0,0,0,0
0,0.309205,59,0,2041,?,14,0,1,0,4
0,0.09939,85,0,0.004999,5800,2,0,0,0,0
0,1,51,0,478,1,2,0,0,0,1
0,0.547964,68,0,1.01577,2916,19,0,2,0,0
0,0.978167,35,1,2688,?,8,0,1,0,0
0,1.007459,30,3,0.19808,5416,6,0,0,1,0
0,0.189723,56,0,0.571314,3750,11,0,2,0,0
0,0.774541,50,0,0.473191,9399,8,0,2,0,1
0,0.026347,49,0,0.050527,11300,9,0,0,0,0
0,0.872444,53,0,0.168251,8100,10,0,0,0,4
0,0.491883,33,0,0.430102,5600,4,0,1,0,0
0,0.000491,73,0,1564,?,8,0,1,0,0
0,0.003243,67,0,0.001,6000,5,0,0,0,0
0,0.179148,45,0,0.051164,11550,6,0,0,0,5
0,0.724246,35,1,1.339025,2400,13,1,1,3,0
0,0.88287,54,0,0.484388,8166,13,0,3,0,2
0,0.460784,50,0,0.226865,10243,7,0,2,0,1
0,0.951567,29,1,0.028249,530,3,0,0,0,0
0,0.109425,64,0,1657,?,16,0,1,0,0
0,0.961517,56,0,2531,?,7,0,0,0,1
0,0.10143,80,1,0.016197,5000,9,0,0,0,0
0,1,76,1,0.391034,3055,6,1,2,0,0
0,0.061174,28,0,0.08997,3000,3,0,0,0,0
0,1,25,0,0.090207,2072,3,0,0,0,0
0,0.308482,56,0,0.393898,5833,8,0,1,0,2
0,0.034942,59,0,0.243,8999,9,0,1,0,1
0,0.398786,50,0,0.183609,4465,6,0,0,0,2
0,0.001482,57,1,0.56916,16750,27,0,9,0,1
0,0.167416,54,2,0.686495,4975,6,0,1,0,0
0,0.287718,61,0,0.41791,2679,10,0,0,0,0
0,0.02882,26,1,0.049828,6100,5,0,0,0,1
0,0.022166,49,0,2950,0,8,0,2,0,3
0,0.639662,45,0,1.167359,4570,20,0,2,0,2
0,0.027354,77,0,0.011624,5591,9,0,0,0,0
0,0.267315,53,0,1.012208,2866,10,0,1,0,1
0,0,72,0,0.079631,8350,4,0,1,0,0
0,0.057618,33,0,1062,0,6,0,0,0,0
0,0.018855,36,0,4,?,4,0,0,0,0
0,0.117195,53,0,0.444511,3333,6,0,1,0,0
0,0.005742,67,0,0.002333,3000,5,0,0,0,0
0,1,58,0,0,9583,0,0,0,0,0
0,0.180567,46,0,1774.5,1,12,0,1,0,0
0,1,37,0,134,?,3,2,0,1,3
0,0.97368,27,0,0.25451,4600,4,0,0,0,0
0,0.079947,57,0,0.330892,15016,12,0,5,0,0
0,0.061398,47,0,0.309739,39500,9,0,4,1,3
0,0.002661,67,0,0.071714,7250,8,0,1,0,1
0,0.039143,47,0,3396,?,12,0,1,0,2
0,0.416717,85,0,62,?,1,0,0,0,?
0,0,36,0,0.107819,2800,2,0,0,0,0
0,0.040178,59,0,0.003333,6000,2,0,0,0,0
0,0,45,0,0.068326,4580,4,0,0,0,0
0,1.219948,52,1,0.152701,2350,3,4,0,1,0
0,0.032664,50,0,0.40229,5500,5,0,1,0,1
0,0.525738,36,0,881,?,8,0,0,0,0
0,0.029866,61,0,0.232421,13083,5,0,2,0,0
0,0.156468,43,0,0.029194,5000,7,0,0,0,1
0,0.732066,52,0,0.333162,7791,10,0,0,1,0
0,0.11417,53,0,0.675639,18500,18,0,8,0,2
0,0.314208,69,0,0.429928,6000,23,0,2,0,0
0,0.909287,58,0,0.726264,6666,16,0,2,0,0
0,0.00851,54,0,0.137606,4025,10,0,0,0,0
0,0.002069,55,0,0.389004,4346,15,0,1,0,1
0,0.056095,69,0,0.0366,4835,17,0,0,0,0
